cliente;Atrasos;Resposta;TempoRel;valorFatura;GastosAlim;RegRisc;RendaMensal
242;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
243;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
244;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
245;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
246;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
247;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
248;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
249;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
250;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
251;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
252;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
253;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
254;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
255;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
256;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
257;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
258;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
259;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
260;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
261;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
262;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
263;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
264;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
265;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
266;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
267;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
268;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
269;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
270;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
271;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
272;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
273;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
274;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
275;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
276;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
277;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
278;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
279;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
280;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
281;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
282;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;2-R$1519 a R$3000
283;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;IV;3-R$3000 a R$4500
284;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
285;2-3 a 15 dias;0;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;II;1-Até  R1518
286;3-15 a 30 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;IV;3-R$3000 a R$4500
287;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
288;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
289;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;II;4-mais de R$4500
290;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
291;3-15 a 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;III;2-R$1519 a R$3000
292;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
293;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;3-R$3000 a R$4500
294;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
295;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;II;3-R$3000 a R$4500
296;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
297;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
298;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
299;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;IV;2-R$1519 a R$3000
300;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;II;1-Até  R1518
301;1-Até 3 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
302;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
303;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
304;4-Mais de 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
305;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;2-10% a 20%;I;4-mais de R$4500
306;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;1-Até  R1518
307;2-3 a 15 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
308;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
309;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
310;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;IV;4-mais de R$4500
311;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
312;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
313;4-Mais de 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
314;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
315;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
316;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;3-R$3000 a R$4500
317;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
318;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
319;1-Até 3 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
320;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;2-R$1519 a R$3000
321;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
322;4-Mais de 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
323;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;III;2-R$1519 a R$3000
324;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;IV;1-Até  R1518
325;3-15 a 30 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;III;2-R$1519 a R$3000
326;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
327;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
328;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;3-R$3000 a R$4500
329;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;2-10% a 20%;III;1-Até  R1518
330;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
331;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;II;1-Até  R1518
332;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;I;3-R$3000 a R$4500
333;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;4-mais de R$4500
334;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
335;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
336;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;IV;1-Até  R1518
337;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;IV;2-R$1519 a R$3000
338;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
339;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;II;1-Até  R1518
340;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
341;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;3-R$3000 a R$4500
342;3-15 a 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;4-30% e mais;I;4-mais de R$4500
343;4-Mais de 30 dias;1;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;II;1-Até  R1518
344;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
345;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;1-Até  R1518
346;1-Até 3 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;1-Até  R1518
347;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;2-R$1519 a R$3000
348;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;I;4-mais de R$4500
349;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
350;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
351;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;4-mais de R$4500
352;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
353;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;1-Até  R1518
354;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
355;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
356;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
357;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
358;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;III;1-Até  R1518
359;4-Mais de 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;2-R$1519 a R$3000
360;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
361;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
362;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
363;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
364;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
365;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
366;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
367;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
368;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
369;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
370;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
371;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
372;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
373;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
374;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
375;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
376;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
377;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
378;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
379;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
380;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
381;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
382;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
383;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
384;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
385;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
386;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
387;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
388;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
389;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
390;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
391;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
392;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
393;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
394;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
395;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
396;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
397;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
398;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
399;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
400;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
401;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
402;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
403;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
404;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
405;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
406;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
407;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
408;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
409;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
410;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
411;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
412;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
413;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
414;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
415;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
416;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
417;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
418;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
419;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
420;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
421;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
422;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
423;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
424;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
425;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
426;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
427;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
428;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
429;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
430;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
431;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
432;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
433;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
434;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
435;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
436;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
437;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
438;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
439;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
440;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
441;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
442;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
443;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
444;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
445;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
446;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
447;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
448;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
449;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
450;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
451;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
452;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
453;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
454;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
455;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
456;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
457;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
458;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
459;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
460;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
461;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
462;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
463;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
464;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
465;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
466;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
467;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
468;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
469;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
470;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
471;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
472;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
473;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
474;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
475;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
476;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
477;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
478;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
479;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
480;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
481;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
482;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
483;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
